,Timestamp,Temperature,Distance,SiteId,Date,obs_id,ForecastId,Value,Surface,Sampling,BaseTemperature,MondayIsDayOff,TuesdayIsDayOff,WednesdayIsDayOff,ThursdayIsDayOff,FridayIsDayOff,SaturdayIsDayOff,SundayIsDayOff,Holiday
0,2017-05-14 08:00:00+00:00,19.1,21.03057571,50,2017-05-14,5069721,1260,2736.927491,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
1,2017-05-18 20:00:00+00:00,23.2,21.03057571,50,2017-05-18,7603495,1260,4226.668595,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
2,2017-06-01 14:00:00+00:00,25.8,21.03057571,50,2017-06-01,3468831,1261,4542.489268,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
3,2017-06-03 08:00:00+00:00,21.9,21.03057571,50,2017-06-03,7534494,1261,3905.852515,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
4,2017-06-23 17:00:00+00:00,30.3,21.03057571,50,2017-06-23,5310420,1263,4943.786891,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
5,2017-07-31 05:00:00+00:00,23.4,21.03057571,50,2017-07-31,6505947,1266,2675.872527,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
6,2017-08-09 02:00:00+00:00,26.7,21.03057571,50,2017-08-09,5336998,1267,2961.165719,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
7,2017-08-12 02:00:00+00:00,22.5,21.03057571,50,2017-08-12,6525750,1267,2901.775891,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
8,2017-09-13 05:00:00+00:00,19.9,21.03057571,50,2017-09-13,3740791,1270,2616.482699,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
9,2017-09-17 17:00:00+00:00,22.4,21.03057571,50,2017-09-17,1308717,1270,2520.459893,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
10,2017-10-09 14:00:00+00:00,20.6,21.03057571,50,2017-10-09,1474139,1272,3799.283852,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
11,2017-10-24 11:00:00+00:00,17.5,21.03057571,50,2017-10-24,4594246,1273,3437.394433,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
12,2017-11-01 16:00:00+00:00,17.8,21.03057571,50,2017-11-01,3486896,1274,2291.781304,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
13,2016-11-29 07:00:00+00:00,6.9,21.03057571,50,2016-11-29,3128745,1246,1487.520924,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
14,2016-12-09 10:00:00+00:00,10.2,21.03057571,50,2016-12-09,2074538,1247,4351.553747,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
15,2016-12-14 01:00:00+00:00,6.1,21.03057571,50,2016-12-14,7333532,1247,2036.460548,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
16,2016-12-15 01:00:00+00:00,4.4,21.03057571,50,2016-12-15,1820360,1247,2110.281549,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
17,2016-12-15 22:00:00+00:00,10.3,21.03057571,50,2016-12-15,2115774,1247,2225.730934,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
18,2016-12-21 13:00:00+00:00,16.7,21.03057571,50,2016-12-21,1017913,1248,4631.851533,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
19,2016-12-23 07:00:00+00:00,7.2,21.03057571,50,2016-12-23,3101969,1248,1567.447421,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
20,2017-01-26 16:00:00+00:00,11.3,21.03057571,50,2017-01-26,10659,1251,3788.737994,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
21,2017-04-16 14:00:00+00:00,18.9,21.03057571,50,2017-04-16,4302406,1257,2483.27187,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
22,2017-04-22 11:00:00+00:00,13.4,21.03057571,50,2017-04-22,6664153,1258,3605.573105,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
23,2017-04-24 17:00:00+00:00,19,21.03057571,50,2017-04-24,3363098,1258,3881.985575,394.6370809,15,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
24,2017-07-06 10:00:00+00:00,27.8,2.880969684,20,2017-07-06,5435218,645,191464.4901,17449.24194,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
25,2017-10-08 16:00:00+00:00,23.9,2.880969684,20,2017-10-08,1205614,647,164122.9665,17449.24194,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
26,2017-01-28 03:00:00+00:00,-1.7,2.880969684,20,2017-01-28,6700521,642,159624.0719,17449.24194,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
27,2017-01-30 09:00:00+00:00,4.4,2.880969684,20,2017-01-30,2367753,642,281185.9509,17449.24194,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
28,2017-02-14 15:00:00+00:00,6.1,2.880969684,20,2017-02-14,5193810,642,169083.5535,17449.24194,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
29,2017-02-27 09:00:00+00:00,8.9,2.880969684,20,2017-02-27,198925,642,264490.123,17449.24194,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
30,2017-03-25 01:00:00+00:00,16.7,2.880969684,20,2017-03-25,1072476,643,161022.4978,17449.24194,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
31,2017-03-25 19:00:00+00:00,17.2,2.880969684,20,2017-03-25,706526,643,161441.3233,17449.24194,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
32,2017-04-08 10:00:00+00:00,14.4,2.880969684,20,2017-04-08,1685709,643,151405.7258,17449.24194,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
33,2017-04-15 04:00:00+00:00,18.3,2.880969684,20,2017-04-15,3819428,643,153787.9255,17449.24194,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
34,2017-05-08 10:00:00+00:00,18.9,2.880969684,20,2017-05-08,220747,644,170320.4576,17449.24194,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
35,2017-05-20 07:00:00+00:00,23.9,2.880969684,20,2017-05-20,4526640,644,155347.2189,17449.24194,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
36,2017-06-04 10:00:00+00:00,25.6,2.880969684,20,2017-06-04,5643468,644,156648.4671,17449.24194,10,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
37,2016-10-11 23:30:00+00:00,13,19.38816541,19,2016-10-11,2162433,601,4603.657024,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
38,2016-10-12 01:00:00+00:00,11.7,20.17893124,19,2016-10-12,4147770,601,3836.380853,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
39,2016-10-12 12:30:00+00:00,9,19.38816541,19,2016-10-12,166274,601,33760.15151,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
40,2016-10-13 13:30:00+00:00,16,19.38816541,19,2016-10-13,7711174,601,23018.28512,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
41,2016-10-19 01:00:00+00:00,14,19.38816541,19,2016-10-19,351950,602,4603.657024,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
42,2016-10-19 19:00:00+00:00,17,19.38816541,19,2016-10-19,3337684,602,4603.657024,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
43,2016-10-20 13:00:00+00:00,11,19.38816541,19,2016-10-20,797132,602,24552.83746,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
44,2016-10-21 23:30:00+00:00,4,19.38816541,19,2016-10-21,597901,602,4603.657024,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
45,2016-10-27 02:00:00+00:00,11,19.38816541,19,2016-10-27,2003012,602,3836.380853,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
46,2016-10-30 17:00:00+00:00,13,19.38816541,19,2016-10-30,5340000,603,2301.828512,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
47,2016-10-30 21:00:00+00:00,7,19.38816541,19,2016-10-30,336606,603,4603.657024,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
48,2016-11-01 03:00:00+00:00,6,19.38816541,19,2016-11-01,4281948,603,4603.657024,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
49,2016-11-01 05:00:00+00:00,7,19.38816541,19,2016-11-01,5599850,603,3836.380853,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
50,2016-11-01 06:30:00+00:00,3,19.38816541,19,2016-11-01,6479175,603,3069.104683,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
51,2016-11-01 14:30:00+00:00,16,19.38816541,19,2016-11-01,1703971,603,,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
52,2016-11-01 22:30:00+00:00,12,19.38816541,19,2016-11-01,2687461,603,,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
53,2016-11-02 13:00:00+00:00,16,19.38816541,19,2016-11-02,7354513,603,,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
54,2016-11-02 20:00:00+00:00,13,19.38816541,19,2016-11-02,5771306,603,,613.8209365,30,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
